"LOCTN
TYPE","LOCATION
NAME","LCTN
PRTY","LOCATION
MONITOR","STANDARD
ACTION","ACTION
DETAILS","ACTION
STATUS",FREQ,"ACTN
PRTY","PRIMARY
AGENT","ADDITIONAL
AGENTS",YEAR,RESULT,"RESULT
DETAILS",
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Investigate the effect of grazing exclusion and regulation on D. impar and its habitat.,One-off: to do,One-off event,M,DSE South West Region,,2007/2008,PARTIALLY COMPLETED,Grazing has been excluded and regulated at a number of sites since the beginning of this project. The D. impar monitoring data and vegetation monitoring data need to be assessed to determine if any responses to the change in grazing regimes has taken place.,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Assess microhabitat use of D. impar.,One-off: In progress,One-off event,H,DSE South West Region,,2007/2008,COMPLETED,Microhabitat information was collected at and within a 1m2 quadrat around any tile under which D. impar was discovered. Further analysis of this data is proposed for 2009 to determine what factors influence tile selection and to determine whether selection is non-random.,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Assess the long-term survival of D. impar in exotic habitats and investigate how far into agricultural land from native grasslands D. impar can occur.,One-off: to do,One-off event,H,DSE South West Region,,2007/2008,NOT DONE,This action was proposed as an honours project but further discussion has concluded that the action would require at least two years of field work. As a result the action will be undertaken as a Masters or Ph.D project or by DSE field staff post 2008/09. ,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Undertake habitat characteristic predictive modelling.,One-off: In progress,One-off event,H,DSE South West Region,,2007/2008,PARTIALLY COMPLETED,Field and spatial data were analysis as part of an Honours project through the University of Ballarat. The finding from this project will be used to model potential D. impar habitats for conservation and planning purposes. The results of the habitat modelling will also allow us to determine sites where the species may be present but until now have not been surveyed. These sites will be ground truthed and surveyed using our standard methodologies in 2009. Project results will be entered into ABC following final thesis submission. Further analysis will also be undertaken in collaboration with ARI.,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Examine genetic variability within and between populations of the SLL across its geographical distribution ,One-off: to do,One-off event,H,DSE South West Region,,2007/2008,PARTIALLY COMPLETED,"A collaborative molecular project with Dr Jane Melville and Dr Jo Sumner, Museum Victoria, to determine the phylogeography and conservation genetics of the SLL using tissue collected as part of this project was agreed upon and began in September 2008.",
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Assess population demographics of D. impar via capture-mark-recapture.,Ongoing,"Every year, or more freq.",H,DSE South West Region,,2007/2008,COMPLETED,"All D. impar individuals captured during 2007/08 were measured, weight, sexed and photographed for future identification as part of the capture-mark-recapture project. Photos are currently being catalogued for assessment of recaptures.",
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Assess microhabitat use of D. impar.,One-off: In progress,One-off event,H,DSE South West Region,,2008/2009,COMPLETED,Microhabitat information was collected within a 1m2 quadrat around any tile under which D. impar was discovered during tile monitoring. Further analysis of this data is proposed for 2009 to determine what factors influence tile selection and to determine whether selection is non-random.,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Examine genetic variability within and between populations of the SLL across its geographical distribution ,One-off: to do,One-off event,H,DSE South West Region,,2008/2009,COMPLETED,"A collaborative molecular project with Dr Jane Melville and Dr Jo Sumner, Museum Victoria, to determine the phylogeography and conservation genetics of the SLL using tissue collected as part of this project was completed in 200809. The majority of work undertaken during this investigation was conducted as part of an honours research project. The molecular investigation look at the current management groups of SLL and assessed how they actually relate to the species phylogeography and in particular, whether specific molecular ""Evolutionary Significant Units"" and/or ""Management Units"" exist. The project also examined factors such as dispersal between populations and genetic stochastic effects in small and isolated populations. Ethics approval and permits to removal the last 10mm of tail from a subset of individuals for molecular tissue was sought and granted. A number of tails were removed during spring monitoring while skins were also collected as they could be used as a source of DNA. A presentation on the preliminary results of this project was given to the Striped Legless Lizard Working Group in January 2009 and an honours thesis was submitted for examination in May 2009. The results from this project indicate that there are four different lineages across the species range: ACT/NSW, Central Victoria, Western Victoria and Horsham/South Australia lineage. The four distinct lineages had high levels of genetic divergence suggesting that they have been isolated for one another for more than one million years, and hence these lineages should be considered as separate Evolutionarily Significant Units for management purposes. Microsatellite analyses did not reveal strong evidence of population sub-structuring due to recent anthropogenic fragmentation within the Western Victoria lineage, but the analyses did suggest that SLL may not be capable of dispersing over long distances.",
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Assess the effect of fire and its frequency on D. impar and its habitat.,One-off: In progress,One-off event,H,DSE South West Region,,2008/2009,PARTIALLY COMPLETED,"Most information has been collected for this investigation. We are still waiting on historical burn frequency information from the CFA. Data on recent burn frequency was incorporated into the habitat model built as part of an honours project completed at University of Ballarat. These results indicated that D. impar occupancy increased with fire frequency, a result found in other recent studies. The influence of fire on D. impar will be further examined during the current analysis of our data by ARI.",
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Assess the long-term survival of D. impar in exotic habitats and investigate how far into agricultural land from native grasslands D. impar can occur.,One-off: to do,One-off event,H,DSE South West Region,,2008/2009,NOT DONE,This action was proposed as an honours project but further discussion has concluded that the action would require at least two years of field work. As a result the action will be undertaken as a Masters or Ph.D project or by DSE field staff post 2008/09. ,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Investigate the effect of grazing exclusion and regulation on D. impar and its habitat.,One-off: to do,One-off event,M,DSE South West Region,,2008/2009,PARTIALLY COMPLETED,Grazing has been excluded and regulated at a number of sites since the beginning of this project. The D. impar monitoring data and vegetation monitoring data need to be assessed to determine if any responses to the change in grazing regimes has taken place. Further vegetation monitoring was undertaken at a number of sites during spring. Results from the recent collaborative honours project with University of Ballarat found the D. impar was more often found at sites with a combination of grazing and conservation than at sites dominated by grazing or managed with little to no grazing. This indicates that some intermediate level of stock grazing to reduce biomass is beneficial to D. impar. ,
Adhoc,"Cluster 6 - Horsham, Wimmera grey cracking clays",H,Garry Peterson,Conduct priority research projects as specified,Undertake habitat characteristic predictive modelling.,One-off: In progress,One-off event,H,DSE South West Region,,2008/2009,PARTIALLY COMPLETED,Field and spatial data were analysis as part of an Honours project through the University of Ballarat. This project found that the presence/absence of D. impar is strongly associated with the extent of grassy native vegetation and temperature and geology. The findings from this project will be used to model potential D. impar habitats for conservation and planning purposes. The results of the habitat modelling will also allow us to determine sites where the species may be present but until now have not been surveyed. These sites will be ground truthed and surveyed using our standard methodologies in 2009/10. Further analysis will also be undertaken in collaboration with ARI in the form of the development of an occupancy model for D. impar and further habitat predictive models.,
